"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/07/2025 12:15:00 - 06/07/2025 12:30:00","BZN|NO1","Without Sequence","20.00","",""
"06/07/2025 12:30:00 - 06/07/2025 12:45:00","BZN|NO1","Without Sequence","20.00","",""
"06/07/2025 12:45:00 - 06/07/2025 13:00:00","BZN|NO1","Without Sequence","20.00","",""
"06/07/2025 13:00:00 - 06/07/2025 13:15:00","BZN|NO1","Without Sequence","27.06","",""
"06/07/2025 13:15:00 - 06/07/2025 13:30:00","BZN|NO1","Without Sequence","27.06","",""
"06/07/2025 13:30:00 - 06/07/2025 13:45:00","BZN|NO1","Without Sequence","27.06","",""
"06/07/2025 13:45:00 - 06/07/2025 14:00:00","BZN|NO1","Without Sequence","27.06","",""
"06/07/2025 14:00:00 - 06/07/2025 14:15:00","BZN|NO1","Without Sequence","15.13","",""
"06/07/2025 14:15:00 - 06/07/2025 14:30:00","BZN|NO1","Without Sequence","15.13","",""
"06/07/2025 14:30:00 - 06/07/2025 14:45:00","BZN|NO1","Without Sequence","15.13","",""
"06/07/2025 14:45:00 - 06/07/2025 15:00:00","BZN|NO1","Without Sequence","15.13","",""
"06/07/2025 15:00:00 - 06/07/2025 15:15:00","BZN|NO1","Without Sequence","17.16","",""
"06/07/2025 15:15:00 - 06/07/2025 15:30:00","BZN|NO1","Without Sequence","17.16","",""
"06/07/2025 15:30:00 - 06/07/2025 15:45:00","BZN|NO1","Without Sequence","17.16","",""
"06/07/2025 15:45:00 - 06/07/2025 16:00:00","BZN|NO1","Without Sequence","17.16","",""
"06/07/2025 16:00:00 - 06/07/2025 16:15:00","BZN|NO1","Without Sequence","29.56","",""
"06/07/2025 16:15:00 - 06/07/2025 16:30:00","BZN|NO1","Without Sequence","29.56","",""
"06/07/2025 16:30:00 - 06/07/2025 16:45:00","BZN|NO1","Without Sequence","29.56","",""
"06/07/2025 16:45:00 - 06/07/2025 17:00:00","BZN|NO1","Without Sequence","29.56","",""
"06/07/2025 17:00:00 - 06/07/2025 17:15:00","BZN|NO1","Without Sequence","52.95","",""
"06/07/2025 17:15:00 - 06/07/2025 17:30:00","BZN|NO1","Without Sequence","52.95","",""
"06/07/2025 17:30:00 - 06/07/2025 17:45:00","BZN|NO1","Without Sequence","52.95","",""
"06/07/2025 17:45:00 - 06/07/2025 18:00:00","BZN|NO1","Without Sequence","52.95","",""
"06/07/2025 18:00:00 - 06/07/2025 18:15:00","BZN|NO1","Without Sequence","55.49","",""
"06/07/2025 18:15:00 - 06/07/2025 18:30:00","BZN|NO1","Without Sequence","55.49","",""
"06/07/2025 18:30:00 - 06/07/2025 18:45:00","BZN|NO1","Without Sequence","55.49","",""
"06/07/2025 18:45:00 - 06/07/2025 19:00:00","BZN|NO1","Without Sequence","55.49","",""
"06/07/2025 19:00:00 - 06/07/2025 19:15:00","BZN|NO1","Without Sequence","59.23","",""
"06/07/2025 19:15:00 - 06/07/2025 19:30:00","BZN|NO1","Without Sequence","59.23","",""
"06/07/2025 19:30:00 - 06/07/2025 19:45:00","BZN|NO1","Without Sequence","59.23","",""
"06/07/2025 19:45:00 - 06/07/2025 20:00:00","BZN|NO1","Without Sequence","59.23","",""
"06/07/2025 20:00:00 - 06/07/2025 20:15:00","BZN|NO1","Without Sequence","61.64","",""
"06/07/2025 20:15:00 - 06/07/2025 20:30:00","BZN|NO1","Without Sequence","61.64","",""
"06/07/2025 20:30:00 - 06/07/2025 20:45:00","BZN|NO1","Without Sequence","61.64","",""
"06/07/2025 20:45:00 - 06/07/2025 21:00:00","BZN|NO1","Without Sequence","61.64","",""
"06/07/2025 21:00:00 - 06/07/2025 21:15:00","BZN|NO1","Without Sequence","59.06","",""
"06/07/2025 21:15:00 - 06/07/2025 21:30:00","BZN|NO1","Without Sequence","59.06","",""
"06/07/2025 21:30:00 - 06/07/2025 21:45:00","BZN|NO1","Without Sequence","59.06","",""
"06/07/2025 21:45:00 - 06/07/2025 22:00:00","BZN|NO1","Without Sequence","59.06","",""
"06/07/2025 22:00:00 - 06/07/2025 22:15:00","BZN|NO1","Without Sequence","59.22","",""
"06/07/2025 22:15:00 - 06/07/2025 22:30:00","BZN|NO1","Without Sequence","59.22","",""
"06/07/2025 22:30:00 - 06/07/2025 22:45:00","BZN|NO1","Without Sequence","59.22","",""
"06/07/2025 22:45:00 - 06/07/2025 23:00:00","BZN|NO1","Without Sequence","59.22","",""
"06/07/2025 23:00:00 - 06/07/2025 23:15:00","BZN|NO1","Without Sequence","56.64","",""
"06/07/2025 23:15:00 - 06/07/2025 23:30:00","BZN|NO1","Without Sequence","56.64","",""
"06/07/2025 23:30:00 - 06/07/2025 23:45:00","BZN|NO1","Without Sequence","56.64","",""
"06/07/2025 23:45:00 - 07/07/2025 00:00:00","BZN|NO1","Without Sequence","56.64","",""
"07/07/2025 00:00:00 - 07/07/2025 00:15:00","BZN|NO1","Without Sequence","52.74","",""
"07/07/2025 00:15:00 - 07/07/2025 00:30:00","BZN|NO1","Without Sequence","52.74","",""
"07/07/2025 00:30:00 - 07/07/2025 00:45:00","BZN|NO1","Without Sequence","52.74","",""
"07/07/2025 00:45:00 - 07/07/2025 01:00:00","BZN|NO1","Without Sequence","52.74","",""
"07/07/2025 01:00:00 - 07/07/2025 01:15:00","BZN|NO1","Without Sequence","51.67","",""
"07/07/2025 01:15:00 - 07/07/2025 01:30:00","BZN|NO1","Without Sequence","51.67","",""
"07/07/2025 01:30:00 - 07/07/2025 01:45:00","BZN|NO1","Without Sequence","51.67","",""
"07/07/2025 01:45:00 - 07/07/2025 02:00:00","BZN|NO1","Without Sequence","51.67","",""
"07/07/2025 02:00:00 - 07/07/2025 02:15:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 02:15:00 - 07/07/2025 02:30:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 02:30:00 - 07/07/2025 02:45:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 02:45:00 - 07/07/2025 03:00:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 03:00:00 - 07/07/2025 03:15:00","BZN|NO1","Without Sequence","50.60","",""
"07/07/2025 03:15:00 - 07/07/2025 03:30:00","BZN|NO1","Without Sequence","50.60","",""
"07/07/2025 03:30:00 - 07/07/2025 03:45:00","BZN|NO1","Without Sequence","50.60","",""
"07/07/2025 03:45:00 - 07/07/2025 04:00:00","BZN|NO1","Without Sequence","50.60","",""
"07/07/2025 04:00:00 - 07/07/2025 04:15:00","BZN|NO1","Without Sequence","50.58","",""
"07/07/2025 04:15:00 - 07/07/2025 04:30:00","BZN|NO1","Without Sequence","50.58","",""
"07/07/2025 04:30:00 - 07/07/2025 04:45:00","BZN|NO1","Without Sequence","50.58","",""
"07/07/2025 04:45:00 - 07/07/2025 05:00:00","BZN|NO1","Without Sequence","50.58","",""
"07/07/2025 05:00:00 - 07/07/2025 05:15:00","BZN|NO1","Without Sequence","50.29","",""
"07/07/2025 05:15:00 - 07/07/2025 05:30:00","BZN|NO1","Without Sequence","50.29","",""
"07/07/2025 05:30:00 - 07/07/2025 05:45:00","BZN|NO1","Without Sequence","50.29","",""
"07/07/2025 05:45:00 - 07/07/2025 06:00:00","BZN|NO1","Without Sequence","50.29","",""
"07/07/2025 06:00:00 - 07/07/2025 06:15:00","BZN|NO1","Without Sequence","49.47","",""
"07/07/2025 06:15:00 - 07/07/2025 06:30:00","BZN|NO1","Without Sequence","49.47","",""
"07/07/2025 06:30:00 - 07/07/2025 06:45:00","BZN|NO1","Without Sequence","49.47","",""
"07/07/2025 06:45:00 - 07/07/2025 07:00:00","BZN|NO1","Without Sequence","49.47","",""
"07/07/2025 07:00:00 - 07/07/2025 07:15:00","BZN|NO1","Without Sequence","51.15","",""
"07/07/2025 07:15:00 - 07/07/2025 07:30:00","BZN|NO1","Without Sequence","51.15","",""
"07/07/2025 07:30:00 - 07/07/2025 07:45:00","BZN|NO1","Without Sequence","51.15","",""
"07/07/2025 07:45:00 - 07/07/2025 08:00:00","BZN|NO1","Without Sequence","51.15","",""
"07/07/2025 08:00:00 - 07/07/2025 08:15:00","BZN|NO1","Without Sequence","54.77","",""
"07/07/2025 08:15:00 - 07/07/2025 08:30:00","BZN|NO1","Without Sequence","54.77","",""
"07/07/2025 08:30:00 - 07/07/2025 08:45:00","BZN|NO1","Without Sequence","54.77","",""
"07/07/2025 08:45:00 - 07/07/2025 09:00:00","BZN|NO1","Without Sequence","54.77","",""
"07/07/2025 09:00:00 - 07/07/2025 09:15:00","BZN|NO1","Without Sequence","56.31","",""
"07/07/2025 09:15:00 - 07/07/2025 09:30:00","BZN|NO1","Without Sequence","56.31","",""
"07/07/2025 09:30:00 - 07/07/2025 09:45:00","BZN|NO1","Without Sequence","56.31","",""
"07/07/2025 09:45:00 - 07/07/2025 10:00:00","BZN|NO1","Without Sequence","56.31","",""
"07/07/2025 10:00:00 - 07/07/2025 10:15:00","BZN|NO1","Without Sequence","54.23","",""
"07/07/2025 10:15:00 - 07/07/2025 10:30:00","BZN|NO1","Without Sequence","54.23","",""
"07/07/2025 10:30:00 - 07/07/2025 10:45:00","BZN|NO1","Without Sequence","54.23","",""
"07/07/2025 10:45:00 - 07/07/2025 11:00:00","BZN|NO1","Without Sequence","54.23","",""
"07/07/2025 11:00:00 - 07/07/2025 11:15:00","BZN|NO1","Without Sequence","52.61","",""
"07/07/2025 11:15:00 - 07/07/2025 11:30:00","BZN|NO1","Without Sequence","52.61","",""
"07/07/2025 11:30:00 - 07/07/2025 11:45:00","BZN|NO1","Without Sequence","52.61","",""
"07/07/2025 11:45:00 - 07/07/2025 12:00:00","BZN|NO1","Without Sequence","52.61","",""
"07/07/2025 12:00:00 - 07/07/2025 12:15:00","BZN|NO1","Without Sequence","51.14","",""
"07/07/2025 12:15:00 - 07/07/2025 12:30:00","BZN|NO1","Without Sequence","51.14","",""
"07/07/2025 12:30:00 - 07/07/2025 12:45:00","BZN|NO1","Without Sequence","51.14","",""
"07/07/2025 12:45:00 - 07/07/2025 13:00:00","BZN|NO1","Without Sequence","51.14","",""
"07/07/2025 13:00:00 - 07/07/2025 13:15:00","BZN|NO1","Without Sequence","47.74","",""
"07/07/2025 13:15:00 - 07/07/2025 13:30:00","BZN|NO1","Without Sequence","47.74","",""
"07/07/2025 13:30:00 - 07/07/2025 13:45:00","BZN|NO1","Without Sequence","47.74","",""
"07/07/2025 13:45:00 - 07/07/2025 14:00:00","BZN|NO1","Without Sequence","47.74","",""
"07/07/2025 14:00:00 - 07/07/2025 14:15:00","BZN|NO1","Without Sequence","48.21","",""
"07/07/2025 14:15:00 - 07/07/2025 14:30:00","BZN|NO1","Without Sequence","48.21","",""
"07/07/2025 14:30:00 - 07/07/2025 14:45:00","BZN|NO1","Without Sequence","48.21","",""
"07/07/2025 14:45:00 - 07/07/2025 15:00:00","BZN|NO1","Without Sequence","48.21","",""
"07/07/2025 15:00:00 - 07/07/2025 15:15:00","BZN|NO1","Without Sequence","47.08","",""
"07/07/2025 15:15:00 - 07/07/2025 15:30:00","BZN|NO1","Without Sequence","47.08","",""
"07/07/2025 15:30:00 - 07/07/2025 15:45:00","BZN|NO1","Without Sequence","47.08","",""
"07/07/2025 15:45:00 - 07/07/2025 16:00:00","BZN|NO1","Without Sequence","47.08","",""
"07/07/2025 16:00:00 - 07/07/2025 16:15:00","BZN|NO1","Without Sequence","47.14","",""
"07/07/2025 16:15:00 - 07/07/2025 16:30:00","BZN|NO1","Without Sequence","47.14","",""
"07/07/2025 16:30:00 - 07/07/2025 16:45:00","BZN|NO1","Without Sequence","47.14","",""
"07/07/2025 16:45:00 - 07/07/2025 17:00:00","BZN|NO1","Without Sequence","47.14","",""
"07/07/2025 17:00:00 - 07/07/2025 17:15:00","BZN|NO1","Without Sequence","47.07","",""
"07/07/2025 17:15:00 - 07/07/2025 17:30:00","BZN|NO1","Without Sequence","47.07","",""
"07/07/2025 17:30:00 - 07/07/2025 17:45:00","BZN|NO1","Without Sequence","47.07","",""
"07/07/2025 17:45:00 - 07/07/2025 18:00:00","BZN|NO1","Without Sequence","47.07","",""
"07/07/2025 18:00:00 - 07/07/2025 18:15:00","BZN|NO1","Without Sequence","48.45","",""
"07/07/2025 18:15:00 - 07/07/2025 18:30:00","BZN|NO1","Without Sequence","48.45","",""
"07/07/2025 18:30:00 - 07/07/2025 18:45:00","BZN|NO1","Without Sequence","48.45","",""
"07/07/2025 18:45:00 - 07/07/2025 19:00:00","BZN|NO1","Without Sequence","48.45","",""
"07/07/2025 19:00:00 - 07/07/2025 19:15:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 19:15:00 - 07/07/2025 19:30:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 19:30:00 - 07/07/2025 19:45:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 19:45:00 - 07/07/2025 20:00:00","BZN|NO1","Without Sequence","51.21","",""
"07/07/2025 20:00:00 - 07/07/2025 20:15:00","BZN|NO1","Without Sequence","52.09","",""
"07/07/2025 20:15:00 - 07/07/2025 20:30:00","BZN|NO1","Without Sequence","52.09","",""
"07/07/2025 20:30:00 - 07/07/2025 20:45:00","BZN|NO1","Without Sequence","52.09","",""
"07/07/2025 20:45:00 - 07/07/2025 21:00:00","BZN|NO1","Without Sequence","52.09","",""
"07/07/2025 21:00:00 - 07/07/2025 21:15:00","BZN|NO1","Without Sequence","51.84","",""
"07/07/2025 21:15:00 - 07/07/2025 21:30:00","BZN|NO1","Without Sequence","51.84","",""
"07/07/2025 21:30:00 - 07/07/2025 21:45:00","BZN|NO1","Without Sequence","51.84","",""
"07/07/2025 21:45:00 - 07/07/2025 22:00:00","BZN|NO1","Without Sequence","51.84","",""
"07/07/2025 22:00:00 - 07/07/2025 22:15:00","BZN|NO1","Without Sequence","52.48","",""
"07/07/2025 22:15:00 - 07/07/2025 22:30:00","BZN|NO1","Without Sequence","52.48","",""
"07/07/2025 22:30:00 - 07/07/2025 22:45:00","BZN|NO1","Without Sequence","52.48","",""
"07/07/2025 22:45:00 - 07/07/2025 23:00:00","BZN|NO1","Without Sequence","52.48","",""
"07/07/2025 23:00:00 - 07/07/2025 23:15:00","BZN|NO1","Without Sequence","53.09","",""
"07/07/2025 23:15:00 - 07/07/2025 23:30:00","BZN|NO1","Without Sequence","53.09","",""
"07/07/2025 23:30:00 - 07/07/2025 23:45:00","BZN|NO1","Without Sequence","53.09","",""
"07/07/2025 23:45:00 - 08/07/2025 00:00:00","BZN|NO1","Without Sequence","53.09","",""
"08/07/2025 00:00:00 - 08/07/2025 00:15:00","BZN|NO1","Without Sequence","53.68","",""
"08/07/2025 00:15:00 - 08/07/2025 00:30:00","BZN|NO1","Without Sequence","53.68","",""
"08/07/2025 00:30:00 - 08/07/2025 00:45:00","BZN|NO1","Without Sequence","53.68","",""
"08/07/2025 00:45:00 - 08/07/2025 01:00:00","BZN|NO1","Without Sequence","53.68","",""
"08/07/2025 01:00:00 - 08/07/2025 01:15:00","BZN|NO1","Without Sequence","19.18","",""
"08/07/2025 01:15:00 - 08/07/2025 01:30:00","BZN|NO1","Without Sequence","19.18","",""
"08/07/2025 01:30:00 - 08/07/2025 01:45:00","BZN|NO1","Without Sequence","19.18","",""
"08/07/2025 01:45:00 - 08/07/2025 02:00:00","BZN|NO1","Without Sequence","19.18","",""
"08/07/2025 02:00:00 - 08/07/2025 02:15:00","BZN|NO1","Without Sequence","19.02","",""
"08/07/2025 02:15:00 - 08/07/2025 02:30:00","BZN|NO1","Without Sequence","19.02","",""
"08/07/2025 02:30:00 - 08/07/2025 02:45:00","BZN|NO1","Without Sequence","19.02","",""
"08/07/2025 02:45:00 - 08/07/2025 03:00:00","BZN|NO1","Without Sequence","19.02","",""
"08/07/2025 03:00:00 - 08/07/2025 03:15:00","BZN|NO1","Without Sequence","12.43","",""
"08/07/2025 03:15:00 - 08/07/2025 03:30:00","BZN|NO1","Without Sequence","12.43","",""
"08/07/2025 03:30:00 - 08/07/2025 03:45:00","BZN|NO1","Without Sequence","12.43","",""
"08/07/2025 03:45:00 - 08/07/2025 04:00:00","BZN|NO1","Without Sequence","12.43","",""
"08/07/2025 04:00:00 - 08/07/2025 04:15:00","BZN|NO1","Without Sequence","12.38","",""
"08/07/2025 04:15:00 - 08/07/2025 04:30:00","BZN|NO1","Without Sequence","12.38","",""
"08/07/2025 04:30:00 - 08/07/2025 04:45:00","BZN|NO1","Without Sequence","12.38","",""
"08/07/2025 04:45:00 - 08/07/2025 05:00:00","BZN|NO1","Without Sequence","12.38","",""
"08/07/2025 05:00:00 - 08/07/2025 05:15:00","BZN|NO1","Without Sequence","19.30","",""
"08/07/2025 05:15:00 - 08/07/2025 05:30:00","BZN|NO1","Without Sequence","19.30","",""
"08/07/2025 05:30:00 - 08/07/2025 05:45:00","BZN|NO1","Without Sequence","19.30","",""
"08/07/2025 05:45:00 - 08/07/2025 06:00:00","BZN|NO1","Without Sequence","19.30","",""
"08/07/2025 06:00:00 - 08/07/2025 06:15:00","BZN|NO1","Without Sequence","53.65","",""
"08/07/2025 06:15:00 - 08/07/2025 06:30:00","BZN|NO1","Without Sequence","53.65","",""
"08/07/2025 06:30:00 - 08/07/2025 06:45:00","BZN|NO1","Without Sequence","53.65","",""
"08/07/2025 06:45:00 - 08/07/2025 07:00:00","BZN|NO1","Without Sequence","53.65","",""
"08/07/2025 07:00:00 - 08/07/2025 07:15:00","BZN|NO1","Without Sequence","55.83","",""
"08/07/2025 07:15:00 - 08/07/2025 07:30:00","BZN|NO1","Without Sequence","55.83","",""
"08/07/2025 07:30:00 - 08/07/2025 07:45:00","BZN|NO1","Without Sequence","55.83","",""
"08/07/2025 07:45:00 - 08/07/2025 08:00:00","BZN|NO1","Without Sequence","55.83","",""
"08/07/2025 08:00:00 - 08/07/2025 08:15:00","BZN|NO1","Without Sequence","50.19","",""
"08/07/2025 08:15:00 - 08/07/2025 08:30:00","BZN|NO1","Without Sequence","50.19","",""
"08/07/2025 08:30:00 - 08/07/2025 08:45:00","BZN|NO1","Without Sequence","50.19","",""
"08/07/2025 08:45:00 - 08/07/2025 09:00:00","BZN|NO1","Without Sequence","50.19","",""
"08/07/2025 09:00:00 - 08/07/2025 09:15:00","BZN|NO1","Without Sequence","49.66","",""
"08/07/2025 09:15:00 - 08/07/2025 09:30:00","BZN|NO1","Without Sequence","49.66","",""
"08/07/2025 09:30:00 - 08/07/2025 09:45:00","BZN|NO1","Without Sequence","49.66","",""
"08/07/2025 09:45:00 - 08/07/2025 10:00:00","BZN|NO1","Without Sequence","49.66","",""
"08/07/2025 10:00:00 - 08/07/2025 10:15:00","BZN|NO1","Without Sequence","49.07","",""
"08/07/2025 10:15:00 - 08/07/2025 10:30:00","BZN|NO1","Without Sequence","49.07","",""
"08/07/2025 10:30:00 - 08/07/2025 10:45:00","BZN|NO1","Without Sequence","49.07","",""
"08/07/2025 10:45:00 - 08/07/2025 11:00:00","BZN|NO1","Without Sequence","49.07","",""
"08/07/2025 11:00:00 - 08/07/2025 11:15:00","BZN|NO1","Without Sequence","48.35","",""
"08/07/2025 11:15:00 - 08/07/2025 11:30:00","BZN|NO1","Without Sequence","48.35","",""
"08/07/2025 11:30:00 - 08/07/2025 11:45:00","BZN|NO1","Without Sequence","48.35","",""
"08/07/2025 11:45:00 - 08/07/2025 12:00:00","BZN|NO1","Without Sequence","48.35","",""
"08/07/2025 12:00:00 - 08/07/2025 12:15:00","BZN|NO1","Without Sequence","47.91","",""
"08/07/2025 12:15:00 - 08/07/2025 12:30:00","BZN|NO1","Without Sequence","47.91","",""
"08/07/2025 12:30:00 - 08/07/2025 12:45:00","BZN|NO1","Without Sequence","47.91","",""
"08/07/2025 12:45:00 - 08/07/2025 13:00:00","BZN|NO1","Without Sequence","47.91","",""
"08/07/2025 13:00:00 - 08/07/2025 13:15:00","BZN|NO1","Without Sequence","46.77","",""
"08/07/2025 13:15:00 - 08/07/2025 13:30:00","BZN|NO1","Without Sequence","46.77","",""
"08/07/2025 13:30:00 - 08/07/2025 13:45:00","BZN|NO1","Without Sequence","46.77","",""
"08/07/2025 13:45:00 - 08/07/2025 14:00:00","BZN|NO1","Without Sequence","46.77","",""
"08/07/2025 14:00:00 - 08/07/2025 14:15:00","BZN|NO1","Without Sequence","57.79","",""
"08/07/2025 14:15:00 - 08/07/2025 14:30:00","BZN|NO1","Without Sequence","57.79","",""
"08/07/2025 14:30:00 - 08/07/2025 14:45:00","BZN|NO1","Without Sequence","57.79","",""
"08/07/2025 14:45:00 - 08/07/2025 15:00:00","BZN|NO1","Without Sequence","57.79","",""
"08/07/2025 15:00:00 - 08/07/2025 15:15:00","BZN|NO1","Without Sequence","60.61","",""
"08/07/2025 15:15:00 - 08/07/2025 15:30:00","BZN|NO1","Without Sequence","60.61","",""
"08/07/2025 15:30:00 - 08/07/2025 15:45:00","BZN|NO1","Without Sequence","60.61","",""
"08/07/2025 15:45:00 - 08/07/2025 16:00:00","BZN|NO1","Without Sequence","60.61","",""
"08/07/2025 16:00:00 - 08/07/2025 16:15:00","BZN|NO1","Without Sequence","63.75","",""
"08/07/2025 16:15:00 - 08/07/2025 16:30:00","BZN|NO1","Without Sequence","63.75","",""
"08/07/2025 16:30:00 - 08/07/2025 16:45:00","BZN|NO1","Without Sequence","63.75","",""
"08/07/2025 16:45:00 - 08/07/2025 17:00:00","BZN|NO1","Without Sequence","63.75","",""
"08/07/2025 17:00:00 - 08/07/2025 17:15:00","BZN|NO1","Without Sequence","63.47","",""
"08/07/2025 17:15:00 - 08/07/2025 17:30:00","BZN|NO1","Without Sequence","63.47","",""
"08/07/2025 17:30:00 - 08/07/2025 17:45:00","BZN|NO1","Without Sequence","63.47","",""
"08/07/2025 17:45:00 - 08/07/2025 18:00:00","BZN|NO1","Without Sequence","63.47","",""
"08/07/2025 18:00:00 - 08/07/2025 18:15:00","BZN|NO1","Without Sequence","50.31","",""
"08/07/2025 18:15:00 - 08/07/2025 18:30:00","BZN|NO1","Without Sequence","50.31","",""
"08/07/2025 18:30:00 - 08/07/2025 18:45:00","BZN|NO1","Without Sequence","50.31","",""
"08/07/2025 18:45:00 - 08/07/2025 19:00:00","BZN|NO1","Without Sequence","50.31","",""
"08/07/2025 19:00:00 - 08/07/2025 19:15:00","BZN|NO1","Without Sequence","52.48","",""
"08/07/2025 19:15:00 - 08/07/2025 19:30:00","BZN|NO1","Without Sequence","52.48","",""
"08/07/2025 19:30:00 - 08/07/2025 19:45:00","BZN|NO1","Without Sequence","52.48","",""
"08/07/2025 19:45:00 - 08/07/2025 20:00:00","BZN|NO1","Without Sequence","52.48","",""
"08/07/2025 20:00:00 - 08/07/2025 20:15:00","BZN|NO1","Without Sequence","71.71","",""
"08/07/2025 20:15:00 - 08/07/2025 20:30:00","BZN|NO1","Without Sequence","71.71","",""
"08/07/2025 20:30:00 - 08/07/2025 20:45:00","BZN|NO1","Without Sequence","71.71","",""
"08/07/2025 20:45:00 - 08/07/2025 21:00:00","BZN|NO1","Without Sequence","71.71","",""
"08/07/2025 21:00:00 - 08/07/2025 21:15:00","BZN|NO1","Without Sequence","73.05","",""
"08/07/2025 21:15:00 - 08/07/2025 21:30:00","BZN|NO1","Without Sequence","73.05","",""
"08/07/2025 21:30:00 - 08/07/2025 21:45:00","BZN|NO1","Without Sequence","73.05","",""
"08/07/2025 21:45:00 - 08/07/2025 22:00:00","BZN|NO1","Without Sequence","73.05","",""
"08/07/2025 22:00:00 - 08/07/2025 22:15:00","BZN|NO1","Without Sequence","71.65","",""
"08/07/2025 22:15:00 - 08/07/2025 22:30:00","BZN|NO1","Without Sequence","71.65","",""
"08/07/2025 22:30:00 - 08/07/2025 22:45:00","BZN|NO1","Without Sequence","71.65","",""
"08/07/2025 22:45:00 - 08/07/2025 23:00:00","BZN|NO1","Without Sequence","71.65","",""
"08/07/2025 23:00:00 - 08/07/2025 23:15:00","BZN|NO1","Without Sequence","66.95","",""
"08/07/2025 23:15:00 - 08/07/2025 23:30:00","BZN|NO1","Without Sequence","66.95","",""
"08/07/2025 23:30:00 - 08/07/2025 23:45:00","BZN|NO1","Without Sequence","66.95","",""
"08/07/2025 23:45:00 - 09/07/2025 00:00:00","BZN|NO1","Without Sequence","66.95","",""
"09/07/2025 00:00:00 - 09/07/2025 00:15:00","BZN|NO1","Without Sequence","55.98","",""
"09/07/2025 00:15:00 - 09/07/2025 00:30:00","BZN|NO1","Without Sequence","55.98","",""
"09/07/2025 00:30:00 - 09/07/2025 00:45:00","BZN|NO1","Without Sequence","55.98","",""
"09/07/2025 00:45:00 - 09/07/2025 01:00:00","BZN|NO1","Without Sequence","55.98","",""
"09/07/2025 01:00:00 - 09/07/2025 01:15:00","BZN|NO1","Without Sequence","53.46","",""
"09/07/2025 01:15:00 - 09/07/2025 01:30:00","BZN|NO1","Without Sequence","53.46","",""
"09/07/2025 01:30:00 - 09/07/2025 01:45:00","BZN|NO1","Without Sequence","53.46","",""
"09/07/2025 01:45:00 - 09/07/2025 02:00:00","BZN|NO1","Without Sequence","53.46","",""
"09/07/2025 02:00:00 - 09/07/2025 02:15:00","BZN|NO1","Without Sequence","53.26","",""
"09/07/2025 02:15:00 - 09/07/2025 02:30:00","BZN|NO1","Without Sequence","53.26","",""
"09/07/2025 02:30:00 - 09/07/2025 02:45:00","BZN|NO1","Without Sequence","53.26","",""
"09/07/2025 02:45:00 - 09/07/2025 03:00:00","BZN|NO1","Without Sequence","53.26","",""
"09/07/2025 03:00:00 - 09/07/2025 03:15:00","BZN|NO1","Without Sequence","53.48","",""
"09/07/2025 03:15:00 - 09/07/2025 03:30:00","BZN|NO1","Without Sequence","53.48","",""
"09/07/2025 03:30:00 - 09/07/2025 03:45:00","BZN|NO1","Without Sequence","53.48","",""
"09/07/2025 03:45:00 - 09/07/2025 04:00:00","BZN|NO1","Without Sequence","53.48","",""
"09/07/2025 04:00:00 - 09/07/2025 04:15:00","BZN|NO1","Without Sequence","53.28","",""
"09/07/2025 04:15:00 - 09/07/2025 04:30:00","BZN|NO1","Without Sequence","53.28","",""
"09/07/2025 04:30:00 - 09/07/2025 04:45:00","BZN|NO1","Without Sequence","53.28","",""
"09/07/2025 04:45:00 - 09/07/2025 05:00:00","BZN|NO1","Without Sequence","53.28","",""
"09/07/2025 05:00:00 - 09/07/2025 05:15:00","BZN|NO1","Without Sequence","53.61","",""
"09/07/2025 05:15:00 - 09/07/2025 05:30:00","BZN|NO1","Without Sequence","53.61","",""
"09/07/2025 05:30:00 - 09/07/2025 05:45:00","BZN|NO1","Without Sequence","53.61","",""
"09/07/2025 05:45:00 - 09/07/2025 06:00:00","BZN|NO1","Without Sequence","53.61","",""
"09/07/2025 06:00:00 - 09/07/2025 06:15:00","BZN|NO1","Without Sequence","52.41","",""
"09/07/2025 06:15:00 - 09/07/2025 06:30:00","BZN|NO1","Without Sequence","52.41","",""
"09/07/2025 06:30:00 - 09/07/2025 06:45:00","BZN|NO1","Without Sequence","52.41","",""
"09/07/2025 06:45:00 - 09/07/2025 07:00:00","BZN|NO1","Without Sequence","52.41","",""
"09/07/2025 07:00:00 - 09/07/2025 07:15:00","BZN|NO1","Without Sequence","55.48","",""
"09/07/2025 07:15:00 - 09/07/2025 07:30:00","BZN|NO1","Without Sequence","55.48","",""
"09/07/2025 07:30:00 - 09/07/2025 07:45:00","BZN|NO1","Without Sequence","55.48","",""
"09/07/2025 07:45:00 - 09/07/2025 08:00:00","BZN|NO1","Without Sequence","55.48","",""
"09/07/2025 08:00:00 - 09/07/2025 08:15:00","BZN|NO1","Without Sequence","56.78","",""
"09/07/2025 08:15:00 - 09/07/2025 08:30:00","BZN|NO1","Without Sequence","56.78","",""
